Participant Id,Condition,Model,dataId,Complexity,Phase,Trial Index,Instance Id,XAIType,Tested w/ XAI,Model Pred Time,Time,Response,AI Prediction (y),Model Prediction,Objective
39,DT+LR,mlp,mushrooms,high,,36,16.0,DT,True,6.246934217773806,10.266,100,0,0,30.33878232871919
39,DT+LR,mlp,mushrooms,high,,37,124.0,DT,True,6.094169298336916,16.187,-100,1,0,30.33878232871919
39,DT+LR,mlp,mushrooms,high,,38,109.0,LR,True,10.579394868773983,4.166,20,1,1,30.33878232871919
39,DT+LR,mlp,mushrooms,high,,39,67.0,DT,False,8.503255209667492,2.145,-20,0,0,30.33878232871919
284,DT+LR,mlp,mushrooms,high,,0,127.0,DT,True,15.634608043257025,80.803,20,1,1,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,1,389.0,LR,True,0.2007613327175886,12.866,-40,0,0,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,2,204.0,DT,True,7.428625642663251,17.21,60,1,1,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,3,77.0,DT,False,4.583856045436708,10.223,40,0,1,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,4,256.0,DT,True,10.018960922726212,30.575,20,1,1,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,5,18.0,LR,True,5.958406497901245,16.12,-20,0,0,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,6,287.0,DT,True,7.612503794436817,16.472,20,0,1,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,7,137.0,DT,True,3.578044299938815,6.664,-40,0,0,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,8,277.0,DT,False,9.545316957270666,11.709,20,1,1,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,9,46.0,LR,False,10.038765776270225,8.549,20,1,1,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,10,349.0,LR,True,7.897544763636064,15.576,-20,0,0,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,11,320.0,LR,False,8.483134030334236,4.524,40,0,1,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,12,350.0,DT,False,7.841617615150452,5.944,-40,1,0,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,13,366.0,LR,True,8.19723634607991,8.473,20,0,0,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,14,33.0,DT,False,3.937445162831805,7.853,20,1,0,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,15,345.0,LR,True,8.22277418849485,7.72,20,0,0,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,16,310.0,LR,False,9.270586264381809,6.747,20,1,1,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,17,215.0,LR,True,4.012235366481574,5.349,-40,0,1,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,18,59.0,LR,False,7.674577111640527,2.86,20,1,0,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,19,327.0,DT,True,7.723881173680661,13.946,20,1,1,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,20,300.0,LR,True,7.7742115594915475,13.696,20,1,0,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,21,44.0,LR,True,8.581139032814981,5.03,20,0,0,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,22,32.0,DT,True,9.726471948284429,11.944,-20,0,1,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,23,221.0,LR,False,9.276213587792023,7.129,20,1,1,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,24,264.0,DT,True,10.373959607466444,3.851,-20,0,0,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,25,42.0,DT,True,8.259912756460393,5.85,20,0,0,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,26,67.0,LR,True,8.388094807922245,6.004,20,0,0,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,27,109.0,DT,True,10.826707511627951,21.719,20,1,1,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,28,272.0,LR,False,8.859810442002019,6.879,-20,1,0,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,29,31.0,LR,False,4.179572723072881,13.094,-20,0,0,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,30,74.0,DT,True,10.61510050255947,11.657,20,1,1,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,31,298.0,DT,False,3.9243693739471257,3.639,-20,1,0,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,32,340.0,LR,True,8.328055854448598,14.092,-20,0,0,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,33,63.0,DT,True,8.416486975241307,9.881,-20,0,0,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,34,135.0,LR,True,8.675219384297133,5.629,-20,0,0,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,35,201.0,LR,False,10.424095705314214,17.049,-20,1,1,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,36,359.0,LR,True,9.947081826647812,2.401,-20,1,0,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,37,393.0,LR,False,8.476250280924923,3.825,-20,0,0,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,38,99.0,LR,True,10.104273800051326,9.895,-20,0,1,33.85779747441794
284,DT+LR,mlp,mushrooms,high,,39,53.0,DT,True,10.233278212804745,10.861,20,1,1,33.85779747441794
242,DT+LR,mlp,mushrooms,high,,0,143.0,LR,False,0.2041207979529949,85.273,20,1,1,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,1,38.0,DT,False,0.2017368050268649,54.717,40,0,1,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,2,210.0,DT,True,0.2014695684581381,51.711,100,0,1,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,3,29.0,LR,False,0.2045465611426061,35.473,-40,0,0,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,4,228.0,LR,True,4.046001278358348,60.555,-20,0,0,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,5,49.0,LR,False,5.678689929737706,64.847,40,1,1,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,6,276.0,LR,False,3.9859085236975895,25.694,-40,1,0,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,7,392.0,DT,True,3.93954524236179,91.573,40,0,1,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,8,189.0,LR,False,3.3139398308206647,29.897,-40,1,0,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,9,363.0,LR,False,7.146844289042215,15.8,-60,1,0,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,10,88.0,DT,False,6.548668544359552,28.565,-40,1,1,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,11,80.0,DT,False,6.29784094291761,18.265,-40,0,1,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,12,382.0,DT,True,4.323922875595009,40.502,40,0,0,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,13,293.0,DT,True,4.173089447761084,35.783,40,0,0,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,14,212.0,DT,True,7.65232628423716,31.11,-40,1,1,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,15,294.0,DT,True,7.275789171914735,30.126,40,1,1,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,16,381.0,DT,False,10.699418489674429,35.794,40,1,1,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,17,358.0,DT,True,7.584087076662018,33.173,40,1,0,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,18,251.0,LR,False,10.47573454833432,26.092,40,1,1,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,19,44.0,DT,False,8.507969290442853,30.057,-60,0,0,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,20,351.0,DT,True,3.523872846770277,27.307,-60,0,0,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,21,261.0,LR,False,10.185451378936351,40.967,40,0,0,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,22,176.0,DT,True,7.448488378840626,31.983,40,1,1,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,23,334.0,LR,False,8.506060731622673,22.427,-60,1,0,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,24,359.0,DT,True,7.323695403118433,34.974,40,1,1,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,25,252.0,DT,True,7.723864960373442,33.004,-60,1,0,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,26,57.0,LR,False,8.674737770912527,27.018,-40,1,0,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,27,181.0,LR,False,10.186056614396591,43.382,40,1,1,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,28,308.0,LR,False,10.391600609583111,34.189,40,1,1,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,29,77.0,DT,False,8.36157484930804,25.005,-40,0,1,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,30,19.0,DT,True,7.333870669385213,33.361,40,1,0,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,31,211.0,DT,False,8.516603125844988,22.301,-60,1,0,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,32,162.0,LR,False,10.338456344288137,28.528,40,1,1,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,33,307.0,LR,False,10.579138858029587,33.204,40,1,1,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,34,284.0,DT,True,10.211249135844485,27.889,40,0,0,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,35,375.0,DT,False,10.332955856813705,26.809,40,1,1,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,36,111.0,DT,True,6.6710681365432976,26.86,-40,0,0,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,37,13.0,LR,False,8.55927691579629,71.391,-60,0,0,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,38,198.0,LR,False,3.9684994328484624,36.311,-20,0,1,19.289595654108886
242,DT+LR,mlp,mushrooms,high,,39,137.0,DT,False,3.8692643364505934,15.806,-40,0,1,19.289595654108886
317,DT+LR,mlp,mushrooms,low,,0,236.0,LR,True,6.369974348886698,29.048,80,0,1,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,1,142.0,DT,False,0.2110866141075085,15.235,40,1,0,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,2,266.0,DT,False,0.2415963283363689,5.399,20,0,1,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,3,123.0,LR,False,0.4371318041838792,6.601,-20,1,0,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,4,150.0,DT,False,0.4189315341690406,3.695,-80,0,1,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,5,24.0,LR,True,6.293526791693791,14.642,20,0,1,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,6,295.0,LR,True,6.2357754107591346,4.811,-20,1,1,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,7,339.0,LR,True,0.3174561454631823,3.332,20,0,1,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,8,155.0,LR,True,0.5277916156904621,6.314,-20,1,0,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,9,268.0,DT,True,0.3933953930817058,28.805,-80,0,0,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,10,328.0,LR,False,0.4324714450734194,47.563,-20,1,1,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,11,49.0,LR,False,3.1132611881117724,5.493,20,1,0,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,12,340.0,DT,True,3.007362741880726,23.396,-100,0,0,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,13,179.0,LR,True,3.230545558621453,58.525,-40,1,0,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,14,312.0,DT,False,5.6699710741275915,2.77,40,1,0,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,15,86.0,LR,False,5.357792200004176,5.193,20,1,1,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,16,114.0,LR,True,5.2930653840080675,31.638,20,1,0,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,17,215.0,DT,False,3.830832751046191,13.173,-20,0,0,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,18,70.0,LR,False,4.913654735482828,7.169,20,0,0,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,19,264.0,DT,True,4.425487018333452,11.76,60,0,0,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,20,234.0,LR,True,4.724603201605815,63.672,60,1,1,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,21,69.0,DT,True,5.083988180676952,12.494,80,1,1,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,22,43.0,LR,False,4.896790900121917,8.868,-20,1,1,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,23,398.0,DT,False,6.945585516199575,1.752,20,1,1,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,24,58.0,LR,True,4.118306124766056,19.646,-40,0,1,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,25,68.0,LR,False,7.003302228213181,3.071,20,1,1,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,26,121.0,DT,True,4.9456493813165565,8.378,-100,0,0,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,27,302.0,LR,True,6.895044171323932,49.497,-40,0,0,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,28,120.0,DT,True,5.180265241807209,23.092,40,1,1,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,29,74.0,DT,False,6.994856101449816,7.28,-20,1,1,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,30,64.0,DT,False,6.941062759844111,4.489,-20,1,1,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,31,151.0,DT,True,5.119052040609249,16.009,-40,0,1,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,32,285.0,DT,True,3.1954659814070343,9.764,-40,0,0,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,33,335.0,LR,True,6.890407960484251,160.431,-80,0,0,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,34,90.0,LR,True,4.880605558294603,32.315,-60,1,1,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,35,32.0,LR,False,7.090156129219978,6.947,20,0,1,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,36,205.0,DT,True,3.717730029494043,10.943,-40,0,0,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,37,192.0,DT,False,4.728126337121403,5.436,-20,0,1,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,38,118.0,LR,False,7.0322808519982365,4.781,-20,0,0,29.723200820676382
317,DT+LR,mlp,mushrooms,low,,39,66.0,LR,False,5.582311498014373,3.634,-20,0,0,29.723200820676382
227,DT+LR,mlp,mushrooms,high,,0,195.0,DT,True,15.74642727994113,66.253,-60,0,1,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,1,84.0,DT,True,0.2039409300570738,54.301,60,1,1,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,2,138.0,DT,False,5.9526202008212925,44.738,-40,0,1,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,3,52.0,DT,True,5.457951691583229,11.261,40,1,0,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,4,282.0,DT,True,5.314863580383839,19.897,60,1,1,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,5,308.0,DT,True,6.880036342499172,8.673,-80,1,1,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,6,369.0,LR,True,9.734391061269656,33.919,-60,1,0,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,7,207.0,LR,False,8.159722592851557,18.898,60,1,0,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,8,154.0,LR,False,10.307070256523096,10.183,80,1,1,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,9,391.0,DT,True,6.617275168837111,13.183,80,1,0,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,10,355.0,DT,True,6.756083523049923,14.289,60,1,1,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,11,118.0,DT,False,8.376019319744541,15.989,-40,0,0,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,12,11.0,LR,False,10.74533094040917,21.724,60,1,1,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,13,77.0,DT,True,7.885885478000161,18.398,-60,0,0,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,14,229.0,DT,True,8.922483027231555,10.084,-80,0,0,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,15,252.0,DT,True,10.675143319952792,13.867,60,1,1,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,16,274.0,LR,True,9.812179071139994,15.366,80,1,1,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,17,363.0,DT,True,10.089064290881682,10.275,60,1,0,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,18,27.0,LR,False,10.307500003310524,6.795,80,1,1,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,19,36.0,LR,True,8.707558599675558,7.935,60,1,0,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,20,376.0,DT,True,10.448904843714953,133.022,80,0,0,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,21,92.0,DT,True,4.059864969450638,8.55,-80,0,0,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,22,273.0,LR,False,8.586697899940757,5.248,60,1,0,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,23,299.0,LR,False,10.435004977389346,9.389,-80,1,1,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,24,289.0,DT,False,4.137187240589378,4.503,80,0,0,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,25,19.0,DT,True,10.30445226321132,21.002,-40,1,1,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,26,192.0,LR,False,4.0214855499322155,7.441,80,0,1,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,27,263.0,LR,False,10.32943052581406,13.081,80,1,1,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,28,142.0,LR,True,10.717363965442132,10.2,80,1,1,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,29,162.0,LR,False,10.314883519615522,8.652,80,1,1,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,30,334.0,LR,True,8.646875225216672,32.433,20,1,0,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,31,382.0,DT,True,8.629472542525779,15.374,-40,0,0,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,32,83.0,DT,True,3.905729607190571,4.823,80,0,0,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,33,184.0,LR,True,3.670573253979716,12.555,-40,0,0,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,34,57.0,DT,True,8.607645560499526,7.039,40,1,0,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,35,204.0,LR,True,10.106573586473004,6.217,60,1,0,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,36,213.0,LR,True,9.9850830536205,4.29,40,1,1,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,37,335.0,DT,False,8.56526713257787,8.815,100,0,0,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,38,356.0,DT,True,10.42291873521663,7.457,100,1,1,38.28098770968018
227,DT+LR,mlp,mushrooms,high,,39,279.0,DT,False,10.05882811729538,6.356,100,1,0,38.28098770968018
38,DT+LR,mlp,mushrooms,high,,0,255.0,LR,True,6.337679572886086,31.487,-20,0,1,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,1,129.0,DT,True,15.895519595519945,34.799,100,0,1,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,2,267.0,LR,False,0.2007589755971657,10.558,-20,1,1,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,3,73.0,DT,True,3.821195386086511,14.173,-60,0,0,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,4,359.0,DT,True,2.7980382864763853,16.685,60,1,0,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,5,256.0,DT,False,5.817559132184241,6.258,40,1,0,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,6,116.0,DT,False,7.203389914866933,6.765,20,1,1,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,7,61.0,LR,False,7.079271825079894,4.059,-20,0,0,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,8,391.0,LR,False,7.32602509558436,5.456,-20,1,0,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,9,315.0,LR,False,3.277767183642299,6.88,20,0,0,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,10,185.0,DT,False,6.890955520375955,8.785,20,0,0,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,11,246.0,DT,True,4.453596655163088,11.939,60,1,0,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,12,338.0,LR,True,3.536718533620035,12.342,-40,0,1,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,13,68.0,DT,True,7.610710237495352,10.239,-60,1,0,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,14,149.0,LR,True,9.504799441691182,6.067,-40,1,1,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,15,222.0,LR,True,8.295611424056322,4.027,-20,0,0,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,16,35.0,LR,False,9.154470910669554,8.957,40,0,1,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,17,367.0,LR,False,9.119424720126233,3.752,-20,1,1,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,18,58.0,DT,True,3.4897722059726797,16.584,-60,0,0,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,19,336.0,LR,True,8.494402011893738,3.337,-20,0,1,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,20,126.0,DT,True,8.469168980262882,12.156,-40,0,0,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,21,55.0,DT,True,8.340303209888686,15.491,60,1,0,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,22,395.0,LR,False,8.307489128149358,7.135,-40,0,0,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,23,342.0,DT,True,4.023922313280554,17.124,-40,0,1,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,24,167.0,LR,False,10.347870400645172,7.72,-20,1,0,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,25,64.0,DT,False,10.460820907200022,7.051,-20,1,0,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,26,130.0,DT,False,9.690403230666464,5.577,20,1,1,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,27,260.0,LR,False,10.036534709253178,9.781,-20,1,1,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,28,326.0,LR,True,3.7920026739958863,7.095,20,0,1,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,29,284.0,LR,False,9.97214076127049,10.264,-20,0,1,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,30,114.0,DT,False,8.27179381566696,4.283,-60,1,0,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,31,237.0,DT,False,9.13916013411579,5.139,40,1,1,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,32,107.0,DT,True,8.385127121269708,10.32,-60,1,1,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,33,365.0,LR,False,4.078480954002472,62.851,-40,0,0,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,34,11.0,LR,True,10.793207381987164,4.019,-20,1,1,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,35,71.0,DT,True,8.532424002536938,9.346,-100,0,0,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,36,164.0,LR,False,9.72029129405814,5.609,20,1,1,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,37,240.0,LR,False,8.386711722842751,5.895,-100,1,1,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,38,192.0,DT,True,4.1375248430015015,16.499,-60,0,1,31.882389313708693
38,DT+LR,mlp,mushrooms,high,,39,57.0,DT,False,8.60331040154751,2.804,-60,1,0,31.882389313708693
224,DT+LR,mlp,mushrooms,low,,0,113.0,DT,False,0.214335486999908,25.132,60,0,0,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,1,292.0,LR,False,0.2609866762282121,6.293,60,1,1,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,2,224.0,DT,False,0.3400036582393801,9.102,40,1,1,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,3,332.0,DT,False,0.4146986183513432,3.002,-40,0,0,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,4,200.0,DT,True,0.4477886618839147,56.404,-80,0,0,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,5,156.0,DT,False,0.3518355416824815,8.566,80,0,1,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,6,15.0,LR,True,3.098857764211175,22.236,-100,0,1,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,7,150.0,DT,False,3.153427622304299,7.721,80,0,0,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,8,40.0,LR,True,2.8680060047643487,10.912,-100,0,1,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,9,304.0,DT,False,3.140702393731061,15.13,20,0,0,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,10,94.0,DT,True,3.198048560429139,13.341,-100,0,1,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,11,285.0,LR,True,4.180395673998417,12.563,60,0,0,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,12,398.0,DT,True,5.507769450310059,15.539,100,1,1,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,13,389.0,DT,True,5.399454923424262,32.099,-100,0,1,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,14,31.0,LR,True,4.254196822614122,11.358,-100,0,1,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,15,289.0,DT,False,4.578663678041502,8.283,-60,0,0,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,16,369.0,DT,False,5.278355781842885,6.118,-40,1,0,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,17,347.0,DT,True,5.284498453635627,12.091,100,1,1,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,18,97.0,LR,False,5.227954822737649,12.091,20,1,0,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,19,44.0,LR,True,5.234165897146117,9.263,-100,0,0,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,20,283.0,LR,False,5.237658458209713,12.784,20,1,1,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,21,171.0,LR,True,4.93630051482732,6.068,-100,0,1,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,22,89.0,DT,False,5.138278887718439,8.8,-20,0,0,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,23,305.0,LR,False,7.143498588556176,7.53,20,1,1,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,24,244.0,DT,True,3.4101608688724583,11.925,-100,0,0,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,25,279.0,DT,False,7.1516054709864365,8.665,20,1,1,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,26,296.0,DT,True,5.456813393174717,12.229,100,1,1,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,27,350.0,LR,True,7.0254708952522975,13.862,-80,1,0,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,28,143.0,LR,True,7.065578640049538,8.767,20,1,1,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,29,225.0,DT,True,4.347270856433087,21.834,-40,0,1,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,30,96.0,LR,True,5.973571624592729,17.054,100,0,1,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,31,301.0,LR,False,7.139388112127596,14.291,-40,1,0,28.76540062252406
224,DT+LR,mlp,mushrooms,low,,32,210.0,DT,True,5.382659889635205,14.042,100,0,1,28.76540062252406
